global _id,id,frame,frame_elements,definition,link,lus
592,1038,Evaluative_comparison,Attribute Profiled_attribute Profiled_item Standard_attribute Standard_item Comparison_set Degree Manner Place Time,"This frame is about the static comparison of an Profiled_item to a Standard_item, often with respect to some Attribute. In this frame, there is an inherent asymmetry between Profiled_item and Standard_item in that the two cannot be expressed jointly as a subject. Degree expressions are also found that indicate how close the items are to each other on the scale evoked by the Attribute. Furthermore, the particular value of the standard or item on a certain scale may be given by the Standard_attribute of the Profiled_attribute respectively.    The Sun is putting on a show that rivals the most sizzling Hollywood thrillers. Mexico's Copper Canyon rivals the Grand Canyon in sheer beauty and drama.   Peyton Manning's passing yards are equaled among NFL quarterbacks by only a select few.    Few pianists have ever equaled the lightness and vivacity of his rhythm .   The current price matches the price last year . ",,
238,1039,Capacity,Entity Theme Cause Circumstances Degree Depictive Purpose Status Subregion Time,An Entity has the ability to contain a Theme.  Our facility seats up to 500 people.,,rymmarymmas.v
1 125,1040,Political_locales,Locale Constituent_parts Container_possessor Descriptor Name Population Relative_location,"This frame covers words that name Locations as defined politically, or administratively. ",,"värld.n, kommun.n, stad.n, land.n, kvarter.n, stat.n, delstat.n, medlemsstat.n, global.a, kärnvapenmakt.n, landland och rike runt.n, landsbygd.n, lokal.a, by.n, storstad.n, nation.n, rättsstat.n, territorium.n, tätort.n, koloni.n"
621,1041,Expansion,Item Co_variable Degree Dimension Duration Group Initial_size Manner Path Rate Result_size Size_change Time,"An Item changes its physical size. The Size_change of an Item may be explicitly indicated or characterized in terms of Initial_size and/or Result_size. In the default case, expansion is along all dimensions, but sometimes the Dimension of expansion is incorporated or made explicit.  The pile of leaves had shrunk by about half after the first haul.  The jeans stretched a little.",,
1 110,1042,Physical_entity,Entity Constituents Type Formational_cause Name Place,An Entity exists in some Place at some time.,,
1 109,1043,Physical_artworks,Artifact Creator Descriptor Material Name Place Represented State_of_represented Time_of_creation Type Use,"A physical object, the Artifact, is produced by a Creator to stimulate the perceptions, emotions, or cognition of an audience. Though it need not, in many cases, the created Artifact is intended to represent an actual or imagined entity or event, the Represented. The Represented may be specifically shown in a particular state (State_of_represented).    Sir Denis Mahon is the owner of the most important private collection of Italian Baroque paintings.  He presented Eddie with a watercolour painting and a bouquet of flowers to his wife Frances  I just took a picture of the screen and plan to share it with 6.4 billion of my closest friends on the Internet tonight.",,"bild.n, film.n, teckning.n, måleri.n, porträtt.n, fotografi.n, tavla.n, skulptur.n, målning.n, foto.n, akvarell.n"
1 113,1044,Placing,Agent Cause Goal Theme Area Beneficiary Cotheme Degree Depictive Distance Duration Manner Means Path Place Purpose Reason Result Source Speed Time,"Generally without overall (translational) motion, an Agent places a Theme at a location, the Goal, which is profiled. In this frame, the Theme is under the control of the Agent/Cause at the time of its arrival at the Goal.  David placed his briefcase on the floor.  This frame differs from Filling in that it focuses on the Theme rather than the effect on the Goal entity. It differs from Removing in focusing on the Goal rather than the Source of motion for the Theme.",,"ställaställa upp.v, ställa.v, ställaställa sigställa sig uppställa upp.v, ställaställa på sin spets.v, hängahänga upp.v, lasta.v, sätta.v, parkera.v, utlokalisera.v, ställaställa in.v, placering.n, packa.v, placera.v, sättasätta sig.v, utlokalisering.n, ställaställa till.v, förpackning.n, ställaställa sig.v, hänga.v, sättasätta ihop.v, ställaställa om.v, utplacera.v, packapacka ihop.v"
1 111,1045,Piracy,Perpetrator Vehicle Victim Degree Duration Event Frequency Goal Instrument Manner Means Place Purpose Reason Source Time,The words in this frame describe situations in which a Perpetrator forcibly seizes control over a Victim's Vehicle to gain some end.,,
1 115,1046,Planned_trajectory,Goal Path Source Theme Descriptor,,,håll.n
1 114,1047,Placing_scenario,Agent Cause Goal Theme Degree Instrument Manner Means Path Place Source Time Depictive Result Reason Subregion,"This frame represents the abstract scene in which an Agent manipulates a Theme's location, thus affecting a Goal which ends up co-located with the Theme.  This frame is primarily for Inheritance.",,
1 117,1048,Planting,Agent Ground Theme Co-Participant Degree Depictive Duration Explanation Frequency Instrument Manner Means Outcome Particular_iteration Place Purpose Time,This frame describes a situation in which the Agent puts the Theme into the Ground for the purpose of growing. He recently planted some old apple trees. INI,,"plantera.v, sättasätta in.v"
1 769,1049,Plant_subpart,Plant_part Plant Descriptor Location,,,"frö.n, gren.n, bladverk.n, trädstam.n, honblomma.n, stam.n, stjälk.n, reva.n, eklöv.n"
1 121,1050,Point_of_dispute,Question Context Domain Group Status Time Descriptor Point_of_view,"The answer to a Question is under discussion in a Group, which still has a difference of opinion among its members. The prominence of the Question relative to others can be indicated by a Status expression.   Firstly, it is quite clear the issue in this context was not so much apostasy as much as it was treason.  The question in Finucane's case is this: will an inquiry bring out the truth?  It remains an issue of central importance to women .  Democracy in Serbia was blocked by the unresolved national question.",,"problem.n, sak.n"
1 119,1051,Plants,Plant Age Descriptor Origin Persistent_characteristics Systematics,,,"mossa.n, svamp.n, julgran.n, ros.n, potatis.n, ört.n, gräs.n, fruktträd.n, blomma.n, gröngräs.n, gran.n, planta.n, ärtärta.n, gräsmatta.n, buske.n, ogräs.n, orkidé.n, björk.n, vitsippa.n, lilja.n, päronträd.n, viol.n, mimosa.n, barr.n, narciss.n, pingstlilja.n"
373,1052,Communication_means,Addressee Communicator Means Message Topic Depictive Manner Reason,This frame concerns Communicators communicating with each other with the aid of a Means of communication such as a telephone.,,"ringa.v, mejla.v"
226,1053,Buildings,Building Builder Descriptor Function Material Name Place Relative_location Time_of_creation Type,"This frame contains words which name permanent fixed structures forming an enclosure and providing protection from the elements.   The baroque church, built in 1635, has a very rich interior The city tour includes the 16th-century monastery of the Transfiguration and Church of Elijah the Prophet An ancient stone church stands amid the fields  Jack built his house in the style of the day.",,"stuga.n, ladugård.n, hus.n, gård.n, fastighet.n, ridhus.n, skolhus.n, bebyggelse.n, byggnadsverk.n, kyrka.n, sjukhus.n, katedral.n, regeringsbyggnad.n, husVita Huset:11Vita huset:11.n, kulturhus.n, byggnad.n, kasern.n, husVita Huset:23Vita huset:23.n, sommarhus.n, husfullt hus:15.n, varuhus.n, moské.n, villa.n"
312,1054,Change_of_state_endstate,Entity State,The endstate of a simple event X-schema.,,
225,1055,Building_subparts,Building_part Place Type Use Whole,This frame includes words that name subparts of buildings that can be occupied by people.  Mary left the room in a huff.,,"kök.n, toalett.n, lägenhet.n, rum.n, balkong.n, badrum.n, farstu.n, vindskammare.n, barnkammare.n, bås.n, pannrum.n, matkällare.n, sal.n, bostad.n, övervåning.n, kökköksa.n, ateljé.n, kapell.n"
1 101,1056,Performers_and_roles,Audience Medium Performance Performer Performer1 Performer2 Role Score Script Type Duration Event_description Manner Place Time,"A Performer has a certain Role in a Performance and plays their part by following the directions in the Script for that particular Role.   Margaret Thatcher played Juliet in a school play. ""Pulp Fiction"" starred John Travolta and a lot of other big names. Mel Gibson starred in ""Braveheart"" as the leader of a Scottish rebellion. I play the character of Yusuf in this film.",,"agera.v, spela.v, uppträda.v, superstjärna.n"
